명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
마르텐사이트,42902,,,대구광역시 달성군 하빈로 363,35.8998526200,128.4392033979,"마르텐사이트는 대구광역시 달성군 하빈면 현내리에 있다. 카페에 들어서면 정원 곳곳을 꾸미고 있는 다양한 미술 작품이 시선을 붙든다. 모던한 분위기로 꾸며진 내부에는 단체석이 있어 각종 모임을 하기 좋다. 통창 너머로는 정겨운 시골 풍경이 펼쳐진다. 대표 메뉴는 아인슈페너다. 이 밖에 오레몽 에이드, 아메리카노, 카페라떼, 크림카페모카, 바닐라라떼 등을 맛볼 수 있다. 북다사IC에서 가깝고, 인근에 마천산산림욕장, 대한불교조계종 불은사가 있다.
※ 반려동물 동반가능(목줄, 배변봉투 지참)",010-8079-7547,,,있음(무료),0,,매일 10:30~21:30,연중무휴,아인슈페너,"오레몽 에이드, 아메리카노, 카페라떼, 크림카페모카, 바닐라라떼 등",,,가능,가능,,"화장실:있음
",20190189677
숨쉬는순두부 본점,42173,,,대구광역시 수성구 들안로 44,35.8337550439,128.6171923228,"숨쉬는순두부 본점은 대구광역시 수성구 두산동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 대표 메뉴는 대게내장순두부다. 매일 국내산 콩으로 만드는 순두부와 대게 내장이 듬뿍 들어갔다. 이 밖에 얼큰한 국물이 일품인 짬뽕순두부, 국내산 콩으로 직접 갈아 만든 여름 별미 콩국수, 두부, 채소, 돼지고기가 어우러진 돼지두부두루치기, 매일 직접 삶은 돼지고기와 두부를 맛볼 수 있는 두부수육 등도 맛볼 수 있다. 대구 지하철 3호선 수성못역과 파동 IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-783-0092,,,있음 / 주차요금 무료,0,,10:30~22:00,연중무휴,대게내장순두부,"짬뽕순두부, 콩국수, 돼지두부두루치기, 두부수육 등",,,가능,가능,예약 가능,"화장실:남녀구분
",20000175340
스위치온,42932,,,대구광역시 달성군 헐티로11길 35,35.7881515923,128.6021699114,"스위치온은 대구광역시 달성군 가창면 오리에 있다. 평일에는 카페로 영업하고, 주말에는 스몰 웨딩 예식장으로 운영된다. 이 덕분에 카페 자체가 포토존이다. 외관과 내부는 모던한 느낌이고, 외부 공간은 자연 친화적인 분위기다. 대표 메뉴는 계절에 어울리는 디저트다. 이 밖에 아메리카노, 카페라떼, 스위치 화이트, 오늘의 드립커피 등을 맛볼 수 있다. 파동 IC에서 가깝고, 인근에 워터파크 스파밸리가 있다.
※반려동물 동반 가능(목줄, 배변봉투 지참)",053-766-7766,,,있음/주차요금 없음,0,,"월~수 11:00~18:30, 목 11:00~17:00",금~일,계절에 어울리는 디저트,"아메리카노, 카페라떼, 스위치 화이트, 오늘의 드립커피 등",,,가능,,,"화장실:남녀 구분
",19840188065
메르헨카페,42976,,,대구광역시 달성군 성산로 12811층,35.7610703665,128.3984830390,"메르헨카페는 대구광역시 달성군 논공읍 위천리에 있다. 모던한 분위기의 외관과 인테리어가 눈에 띈다. 내부에는 단체석이 있어 각종 모임을 하기 좋다. 널찍한 정원에는 프라이빗한 공간이 있다. 대표 메뉴는 에그타르트다. 이 밖에 로제대파빵, 에스프레소, 아메리카노, 카페라떼, 카페모카 등도 맛볼 수 있다. 동고령 IC에서 가깝고, 인근에 달성노을공원, 세계문화유산 도동서원이 있다.",053-214-4017,,,있음(무료),0,,09:30~21:30,"매달 2, 4번째 월요일",에그타르트,"로제대파빵, 에스프레소, 아메리카노, 카페라떼, 카페모카 등",,,가능,가능,,"화장실:있음
",20210189441
아라한참치,42163,,,대구광역시 수성구 들안로 41,35.8334606145,128.6162229719,"아라한참치는 대구광역시 수성구 상동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 참치는 새치 종류가 아닌 참다랑어를 주로 쓴다. 대표 메뉴는 많은 사람이 선호하는 참치로 구성한 스폐셜코스다. 눈다랑어의 뱃살, 속살, 머릿살, 황새치의 뱃살, 참다랑어 뱃살이 나온다. 이 밖에 골드코스, 실장코스, 명가참치, 아라한참치 등을 맛볼 수 있다. 파동 IC에서 가깝고, 인근에 아르떼 수성랜드, 수성유원지가 있어 연계 관광에 나서기 수월하다.",053-762-6633,,,있음 / 주차요금 무료,0,,14:00~24:00,연중무휴,스폐셜코스,"골드코스, 실장코스, 명가참치, 아라한참치 등",,,가능,가능,예약 가능,"화장실:남녀구분
",20050174082
카페비슬,42990,,,대구광역시 달성군 음동길 201,35.7025648387,128.4939734615,"카페비슬은 대구광역시 달성군 유가읍 양리에 있다. 모던한 멋을 풍기는 외관과 고급스러운 인테리어가 눈에 띈다. 1층, 2층, 루프탑으로 이루어져 있으며, 내부에는 포토존, 단체석 등이 있다. 외부 정원에는 파라솔, 분수대, 수영장, 캠핑 바비큐 시설 등이 설치되어 있다.
대표 메뉴는 비슬 야외 바비큐다. 이 밖에 브런치 플레이트, 각종 베이커리, 아메리카노 등 여러 가지 음료를 맛볼 수 있다. 북현풍 IC에서 가깝고, 인근에 비슬산자연휴양림, 비슬산치유의숲이 있다.
※반려동물 동반 가능(목줄, 배변봉투 지참)",053-615-0696,,,있음/주차요금 없음,0,,11:00~22:00,연중무휴,비슬 야외 바비큐,"브런치 플레이트, 각종 베이커리, 여러 가지 음료 등",,,가능,가능,가능,"화장실:남녀 구분
",20190189797
마고플레인 아양점,41051,,,대구광역시 동구 해동로 107,35.8903963138,128.6420218916,"마고플레인 아양점은 대구광역시 동구 지저동에 있다. 고급스러운 멋을 풍기는 외관과 차분한 느낌의 인테리어가 돋보인다. 내부에는 단체석이 있어 각종 모임을 하기 좋다. 무엇보다 창밖으로 펼쳐지는 풍경이 훌륭하다는 장점을 지녔다. 대표 메뉴는 시기별로 가장 좋은 원두만 선택해 만드는 아메리카노다. 파인애플에 코코넛 크림이 더해져 상큼하고 목 넘김이 부드러운 파인코코 글레이셔, 매일 직접 찐 단호박만을 넣어 만든 단호박라떼도 인기다. 이 밖에 에티오피아 베레게티 게이샤, 콜롬비아 나리뇨 데리비 등을 맛볼 수 있다. 대구 지하철 1호선 아양교역과 팔공산 IC에서 가깝다. 인근에는 옹기종기행복마을, 국립신암선열공원이 있다.",053-986-2500,,,있음/주차요금 없음,0,,08:00~24:00,연중무휴,아메리카노,"파인코코 글레이셔, 단호박라떼, 에티오피아 베레게티 게이샤, 콜롬비아 나리뇨 데리비 등",,,가능,가능,,"화장실:남녀 구분
",20200161232
온기정,42203,,,대구광역시 수성구 수성못6길 91층,35.8276558471,128.6233141757,"온기정은 대구광역시 수성구 두산동에 있다. 이국적인 멋이 풍기는 외관과 세련된 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 바삭하고 고소한 텐동이다. 스테이크와 달걀 고명이 올라간 븟카테우동, 부드러운 스테이크를 올려 만든 스테키동도 인기다. 이 밖에 카이센동, 사케동, 에미텐동 등을 맛볼 수 있다. 대구 지하철 3호선 수성못역과 파동 IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-259-0093,,,있음 / 주차요금 무료,0,,11:30~21:30(브레이크 타임 14:50~16:00),연중무휴,텐동,"븟카테우동, 스테키동, 카이센동, 사케동, 에미텐동 등",,,가능,가능,예약 가능,"화장실:남녀구분
",20150174716
메종듀미디,41000,,,대구광역시 동구 서촌로21길 11,35.9835437630,128.6240903116,"메종듀미디는 대구광역시 동구 송정동에 있다. 현대적인 감각의 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 있어 각종 모임을 하기 좋다. 2층 테라스에서는 탁 트인 풍경을 감상할 수 있다. 대표 메뉴는 수제 먹물 치아바타 듀 미디다. 매장에서 직접 구운 수제 먹물 치아바타로 만든 브런치며, 주문 시 아메리카노를 반값에 제공한다. 이 밖에 카페라떼, 바닐라라뗴, 카푸치노, 카라멜 마끼아또 등을 맛볼 수 있다. 파군재 IC에서 가깝고, 인근에 신숭겸장군유적지, 대구섬유박물관이 있다.",053-986-0943,,,있음/주차요금 없음,0,,"10:30~23:00, 브런치 11:30~17:30",연중무휴,수제 먹물 치아바타 듀 미디,"아메리카노, 카페라떼, 바닐라라뗴, 카푸치노, 카라멜 마끼아또 등",,,가능,가능,,"화장실:남녀 구분
",20190161646
브런치달랏,41020,,,대구광역시 동구 팔공로 400-6,35.9344524918,128.6450676145,"브런치달랏은 대구광역시 동구 봉무동에 있다. 모던한 분위기의 외관과 인테리어가 돋보이는 카페다. 다양한 음료는 물론, 베이커리와 브런치 메뉴가 가득하다. 대표 메뉴는 신선한 모차렐라 치즈, 향긋한 바질, 새콤한 토마토소스가 어우러진 마르게리따다. 달콤한 꿀에 찍어서 먹으면 달면서 짠맛을 느낄 수 있는 고르곤졸라, 부챗살을 수비드 방식으로 조리해 부드럽고 육즙 가득한 부채살스테이크도 인기다. 이 밖에 부드럽고 매콤한 새우 로제 파스타와 고소하고 묵직한 새우크림 파스타 등도 맛볼 수 있다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 신숭겸장군유적지, 대구섬유박물관이 있다.",053-986-9008,,,있음/주차요금 없음,0,,10:00~23:00,연중무휴,마르게리따,"고르곤졸라, 페퍼로니피자, 부채살스테이크, 새우 로제 파스타, 아메리카노 등",,,가능,가능,가능,"화장실:남녀 구분
",20180162237
원조아삼겹 본점,42043,,,대구광역시 수성구 만촌로 105,35.8679849568,128.6417253208,"원조아삼겹 본점은 대구광역시 수성구 만촌동에 있다. 깔끔한 외관과 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 두툼한 삼겹살에 칼집을 낸 아삼겹이다. 상추 또는 깻잎 위에 쌈무를 올린 후 고기를 기름장과 콩가루에 찍은 다음 쌈장을 찍은 마늘을 올려 싸 먹으면 별미다. 이 밖에 돌판볶음밥, 원조라면, 된장찌개 등도 맛볼 수 있다. 동대구 IC에서 가깝고, 인근에 박물관 휴르, 국립대구기상과학관, 수성패밀리파크가 있다.",053-751-9692,,,있음 / 주차요금 무료,0,,16:00~24:00,월요일,아삼겹,"돌판볶음밥, 원조라면, 된장찌개 등",,,가능,가능,예약 가능,,20130174312
산중식당 파계사점,41001,,,대구광역시 동구 파계로 596,35.9832051406,128.6363697933,"산중식당 파계사점은 대구광역시 동구 중대동에 있다. 예전 상호는 산중에불쭈꾸미였다. 세련된 외관과 깔끔하고 차분한 분위기의 인테리어가 눈에 띈다. 내부에는 단체석이 있어 각종 모임을 하기 좋다. 대표 메뉴는 모듬보쌈, 곤드레밥, 된장찌개, 샐러드 등이 나오는 사람담다이다. 불주꾸미를 비롯해 샐러드, 냉묵사발 등이 상에 오르는 불쭈꾸미세트도 많은 사람이 선호한다. 이 밖에 갑오징어세트, 등심돈까스 등도 맛볼 수 있다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 파계사, 팔공산케이블카가 있다.",053-982-0076,,,있음/주차요금 없음,0,,"11:30~21:00, 평일 브레이크 타임 15:30~17:00",연중무휴,사람담다,"아름담다, 불쭈꾸미세트, 갑오징어세트, 등심돈까스 등",,,가능,가능,,"화장실:남녀 구분
",20180161562
국일생갈비,41931,,,대구광역시 중구 국채보상로 492,35.8703975171,128.5845497342,"국일생갈비는 대구광역시 중구 동산동에 있다. 깔끔한 외관과 인테리어가 돋보이는 한우 전문점이다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 한우 특생갈비이며, 한우 생갈비, 한우 안창살, 한우 앙념갈비 등도 맛볼 수 있다. 점심 메뉴로는 한우 불고기, 한우 육개장, 한우 갈비뼈탕 등을 판다. 대구 지하철 3호선 서문시장역과 북대구IC에서 가깝다. 인근에는 청라언덕, 약전골목, 대구근대역사관 등이 있다.",053-254-5115,,,있음(무료),0,,매일 11:30~21:30,연중무휴,한우 특생갈비,"한우 생갈비, 한우 안창살, 한우 앙념갈비, 한우 불고기, 한우 육개장, 한우 갈비뼈탕 등",,,가능,가능,가능,"화장실:있음
",20060158138
칭밍,42217,,,"대구광역시 수성구 용학로 106-7수성관광호텔 2동 1, 2층",35.8244394704,128.6193062845,"칭밍은 대구광역시 수성구 두산동 소재 호텔 수성 별관에 있는 중화요릿집이다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 이곳에서는 10여 명의 셰프가 수준 높은 요리를 선보인다. 대표 메뉴는 런치, 디너, 특선 등 코스 요리다. 디너 특선의 경우 프리미엄급 차, 죽생송이완자탕, 모둠전채, 칭밍특전가복, 자연송이해삼, 참마소고기안심, 왕새우, 식사류 등이 상에 오른다. 파동IC에서 가깝고 인근에 국립대구박물관, 수성유원지, 아르떼 수성랜드가 있다.",053-762-8900,,,있음(무료),0,,"11:30~21:30(브레이크 타임 14:30~17:00, 토~일요일 브레이크 타임 없음, 라스트 오더 20:30",연중무휴,"런치, 디너, 특선 등 코스 요리","샥스핀, 해삼류, 바닷가재 등 단품 요리, 짜장면, 짬뽕 등 식사류 등",,,가능,가능,가능,"화장실:있음
",20160174884
이향,42250,,,대구광역시 수성구 월드컵로5안길 17-3,35.8296483312,128.6798202577,"이향은 대구광역시 수성구 삼덕동에 있다. 오랜 세월의 흔적이 엿보이는 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부 벽면에는 이곳을 다녀간 유명인들의 사인이 채워져 있다. 대표 메뉴는 촌닭약초해물백숙이며, 해물옻닭, 해물통김치찌개, 닭도리탕, 간장찜닭, 해물탕 등도 많은 사람이 찾는다. 수성IC에서 가깝고, 주변에 대구어린이천문대와 히어로플레이파크 대구점이 있어 연계 여행에 나서기 수월하다.",053-793-7272,,,있음 / 주차요금 무료,0,,11:30~21:30,연중무휴,촌닭약초해물백숙,"해물옻닭, 해물통김치찌개, 닭도리탕, 간장찜닭, 해물탕 등",,,,,,,20110174173
조돌해녀 수성못점,42203,,,대구광역시 수성구 수성못2길 361층,35.8262615791,128.6243391238,"조돌해녀 수성못점은 대구광역시 수성구 두산동에 있다. KBS 2TV 시사 교양 프로그램 생생정보에 소개된 바 있다. 깔끔한 외관과 차분한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 맑은 육수에 살아 있는 조개, 돌문어, 전복이 들어가 시원하고 감칠맛이 일품인 조돌탕이다. 이 밖에 생새우구이, 해물모둠, 조개탕, 활문어, 국산대게 등도 준비되어 있다. 식사류는 칼국수, 전복야채죽, 게장밥 등이 있다. 파동IC와 대구 지하철 3호선 지산역에서 가깝다. 주변에는 아르떼 수성랜드와 수성유원지가 있다.",053-719-4010,,,있음 / 주차요금 무료,0,,"평일 16:00~01:00, 주말 12:00~02:00",연중무휴,조돌탕,"생새우구이, 해물모둠, 조개탕, 활문어, 국산대게, 칼국수, 전복야채죽, 게장밥 등",,,가능,가능,예약 가능,"화장실:남녀구분
",20180175528
하롱베이,42174,,,대구광역시 수성구 무학로 97,35.8302971384,128.6191922428,"하롱베이는 대구광역시 수성구 두산동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 싱싱한 채소와 볶음 소고기 등이 나오는 월남쌈이다. 이 밖에 사골과 양지를 넣고 12시간 동안 직접 끓인 육수로 만든 얼큰소고기쌀국수를 비롯해 매콤해산물 볶음밥, 팟타이, 분짜 등도 많은 사람이 찾는 메뉴다. 파동IC와 대구 지하철 3호선 수성못역에서 가깝다. 주변에는 아르떼 수성랜드와 수성유원지가 있어 연계 여행에 나서기 수월하다.",053-767-5454,,,있음 / 주차요금 무료,0,,11:00~22:00,연중무휴,월남쌈,"매콤해산물 볶음밥, 얼큰소고기쌀국수, 팟타이, 분짜 등",,,가능,,예약 가능,"화장실:남녀구분
",20010174940
걸리버막창,41589,,,대구광역시 북구 옥산로 53,35.8855735199,128.5814829152,"걸리버막창은 대구광역시 북구 노원동1가에 있다. KBS 2TV 예능 프로그램 배틀 트립에서 소개된 바 있다. 깔끔한 외관과 포장마차가 연상되는 인테리어가 눈에 띈다. 대표 메뉴는 노릇노릇하게 구워서 입 안에 넣으면 구수한 맛이 일품인 막창이다. 이 밖에 생삼겹, 생목살, 생가브리살, 버섯된장찌개 등도 준비되어 있다. 북대구IC와 대구 지하철 3호선 북구청역에서 가깝다. 주변에는 대구근대역사관과 달성공원 동물원이 있다.",053-356-6824,,,없음,0,,15:30~24:00,일요일,막창,"생삼겹, 생목살, 생가브리살, 버섯된장찌개 등",,,가능,,,,20010168086
홍구원수성점,42146,,,대구광역시 수성구 동대구로 167,35.8454038485,128.6238664115,"홍구원수성점은 대구광역시 수성구 황금동에 있다. 깔끔한 외관과 중국 감성이 느껴지는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 깔끔한 맛이 일품인 삼선짬뽕이며, 이 밖에 삼선짬뽕밥, 삼선하얀짬뽕 등도 인기가 많다. 요리 종류로는 깐풍육, 라조육, 동파육, 전가복 등이 준비되어 있다. 파동IC와 대구 지하철 3호선 어린이회관역에서 가깝다. 주변에는 아르떼 수성랜드와 고산골 공룡공원이 있다.",053-767-2888,,,있음 / 주차요금 무료,0,,11:00~21:00,연중무휴,삼선짬뽕,"삼선짬뽕밥, 삼선하얀짬뽕, 깐풍육, 라조육, 동파육, 전가복 등",,,가능,,,,20000175722
벽강물회식당,41589,,,대구광역시 북구 침산남로 62,35.8894064424,128.5827382534,"벽강물회식당은 대구광역시 북구 노원동1가에 있다. 깔끔함이 돋보이는 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 물회다. 매운탕으로는 생우럭탕, 생태구탕이 인기가 많다. 생선회는 모듬회, 광어회, 우럭회, 광도다리회, 참돔회 등을 판다. 북대구IC와 대구 지하철 3호선 북구청역에서 가깝다. 주변에는 대구근대역사관과 달성공원 동물원이 있다.",053-356-1900,,,있음/주차요금 없음,0,,11:00~22:00,연중무휴,물회,"생우럭탕, 생태구탕, 모듬회, 광어회, 우럭회, 광도다리회, 참돔회 등",,,가능,,,,20010169978
제1국수집,41545,,,대구광역시 북구 노원로 2421층,35.9009190952,128.5864098312,"제1국수집은 대구광역시 북구 침산동에 있다. SBS 시사 교양 프로그램 생방송 투데이에 소개된 바 있다. 세월의 흔적이 엿보이는 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 잔치국수며, 일일 한정 판매하는 고기국수도 많은 사람이 찾는다. 면은 무료로 추가해 먹을 수 있다. 이 밖에 불고기한접시도 인기가 많다. 북대구IC에서 가깝고, 주변에는 대구근대역사관과 달성공원 동물원이 있다.",053-353-4380,,,있음/주차요금 없음,0,,11:00~15:00,일요일,잔치국수,"고기국수, 불고기한접시 등",,,,,,,20110168888
이모식당,41921,,,대구광역시 중구 서성로13길 9,35.8722779032,128.5869133625,"이모식당은 대구광역시 중구 서성로1가에 있다. 30년 넘게 영업했으며, SBS 시사 교양 프로그램 생활의 달인에 소개된 바 있다. 오랜 세월의 흔적이 엿보이는 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 대표 메뉴는 막창순대이며, 순대국밥, 돼지국밥, 섞어국밥, 수육,  모듬 등도 준비되어 있다. 서대구IC와 대구 지하철 3호선 서문시장역에서 가깝다. 주변에는 청라언덕, 대구근대역사관이 있다.",053-255-6971,,,없음(인근 경북주차장 이용),0,,10:00~22:00,연중무휴,막창순대,"순대국밥, 돼지국밥, 섞어국밥, 수육, 모듬 등",,,,,,,19800158035
팔공산맥,41457,,,대구광역시 북구 칠곡중앙대로 329,35.9253294932,128.5470348452,"팔공산맥은 대구광역시 북구 태전동에 있다. 현대적인 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 매운맛과 순한 맛으로 구분되는 과실숙성돼지갈비다, 허브숙성생삼겹살, 항정살 생고기도 인기가 많다. 한우 메뉴로는 육회물회, 육회비빔밥 등이 있다. 점심특선으로는 돼지갈비정식, LA갈비찜, 한우불고기정식이 있으며, 주메뉴와 함께 돌솥 밥, 냉면, 알밥 중 한 가지를 함께 맛볼 수 있다. 칠곡IC와 대구 지하철 3호선 구암역에서 가깝다. 주변에는 운암지 수변공원과 신전뮤지엄이 있다.",053-311-8445,,,있음/주차요금 없음,0,,10:00~01:00,연중무휴,과실숙성돼지갈비,"허브숙성생삼겹살, 항정살 생고기, 육회물회, 육회비빔밥 등",,,,,,,20060169020
고모역쭈꾸미,42260,,,대구광역시 수성구 고모로 188,35.8565425061,128.6795556428,"고모역쭈꾸미는 대구광역시 수성구 고모동에 있다. 깔끔한 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 매콤한 맛이 일품인 쭈꾸미다. 차돌박이나 버섯을 추가해 넣어 먹으면 별미다. 평일 오전 11시 30분부터 오후 2시까지 주문할 수 있는 돌솥 쭈꾸미 정식도 많은 사람이 찾는다. 이 밖에 차돌버섯된장찌개, 계란찜 등도 준비되어 있다. 동대구IC에서 가깝고, 주변에 수성패밀리파크와 국립대구기상과학관이 있다.",053-793-0204,,,있음/주차요금 없음,0,,"11:30~22:00, 브레이크 타임 15:00~17:00",월요일,쭈꾸미,"돌솥 쭈꾸미 정식, 차돌버섯된장찌개, 계란찜 등",,,가능,가능,,"화장실:남녀 구분
",20150174887
루미너스,42146,,,대구광역시 수성구 희망로 2042층,35.8461203838,128.6211138557,"루미너스는 대구광역시 수성구 황금동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 한우 안심 스테이크를 비롯해 샐러드, 스파게티 등이 나오는 스테이크 코스다. 스파게티 종류로는 까르보나라, 크림 페스토, 베이컨 로제가 있다. 피자는 고르곤졸라 피자. 풍기버섯 피자, 가지 토마토 피자 등을 맛볼 수 있다. 파동IC와 대구 지하철 3호선 어린이회관역에서 가깝다. 주변에는 아르떼 수성랜드와 고산골 공룡공원이 있다.",053-795-4946,,,있음/주차요금 없음,0,,11:30~21:30,연중무휴,스테이크 코스,"까르보나라, 크림 페스토, 베이컨 로제, 고르곤졸라 피자, 풍기버섯 피자, 가지 토마토 피자 등",,,가능,,가능,"화장실:남녀 구분
",20190175079
동봉,41009,,,대구광역시 동구 팔공로 995,35.9551037153,128.6874355240,"동봉은 대구광역시 동구 백안동에 있는 육류 전문 음식점이다. 현대적인 감각이 돋보이는 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 2대째 운영 중인 이곳의 대표 메뉴는 신선한 국내산 돼지갈비와 목살을 비법 소스로 양념한 한돈양념돼지갈비다. 이 밖에 부드럽고 구수한 맛이 일품인 동봉양념소갈비를 비롯해 한우막구이, 한돈삼겹살, 한돈목살 등도 판다. 평일 오전 11시 30분부터 오후 2시까지는 점심 특선 메뉴인 돼지갈비한상과 소갈비한상을 맛볼 수 있다. 파군재IC에서 가깝고, 주변에 팔공산 도립공원과 팔공산케이블카가 있다.",053-554-8080,,,있음(무료),0,,매일 11:30~22:00 (브레이크 타임 15:00~17:00),연중무휴,한돈양념돼지갈비,"동봉양념소갈비, 한우막구이, 한돈삼겹살, 한돈목살 등",,,가능,,,"화장실:있음
",20190161018
안심농장직영식육식당,41060,,,대구광역시 동구 대경로 1,35.8757250806,128.7557345127,"안심농장직영식육식당은 대구광역시 동구 숙천동에 있다. 깔끔함이 돋보이는 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 당일 도축한 신선한 한우를 손질한 생고기다. 이 밖에 로스구이, 뭉티기, 육회, 장국시 등도 준비되어 있다. 무엇보다 합리적인 가격에 품질 좋고 맛도 좋은 한우를 먹을 수 있다는 게 매력적이다. 경산IC에서 가깝고, 주변에 팔공산 도립공원과 팔공산케이블카가 있다.",053-964-0022,,,있음(무료),0,,매일 11:00~21:00,연중무휴,생고기,"로스구이, 뭉티기, 육회, 장국시 등",,,가능,가능,,,19980160034
명동돼지한마리,42140,,,대구광역시 수성구 범어천로 48 명국빌딩,35.8511781958,128.6238940257,"명동돼지한마리는 대구광역시 수성구 범어동에 있다. 깔끔한 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 국내산 돼지를 손질해 나오는 돼지갈비이며, 갈비찜, 김치찌개, 된장밥, 통갈비수육 등도 판다. 면 요리로는 물냉면, 비빔냉면, 잔치국수, 비빔 소면이 준비되어 있다. 파동IC와 대구 지하철 3호선 수성구민운동장역에서 가깝다. 주변에는 아르떼 수성랜드와 고산골 공룡공원이 있다.",053-761-6336,,,있음/주차요금 없음,0,,12:00~22:30,연중무휴,돼지갈비,"갈비찜, 물냉면, 비빔냉면, 잔치국수, 김치찌개, 된장밥, 통갈비수육 등",,,가능,,,,20040174321
팔공산 닭갈비,41002,,,대구광역시 동구 파계로 154-8,35.9477452707,128.6364291145,"팔공산 닭갈비는 대구광역시 동구 지묘동에 있다. 현대적인 감각이 돋보이는 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 대표 메뉴는 국내산 냉장 닭을 사용해 요리한 2인분같은 1인분닭갈비다. 3명이 2인분만 주문해도 모자람 없이 맛볼 수 있다. 치즈, 우동 등을 추가할 수 있으며, 모두 맛본 후에는 날치알이 듬뿍 들어간 볶음밥을 먹을 수 있다. 셀프바에서는 라면과 부침개를 저렴한 가격에 맛볼 수 있다. 파군재IC에서 가깝고, 주변에 팔공산 도립공원과 팔공산케이블카가 있다.",053-255-2288,,,있음(무료),0,,"11:30~19:30, 브레이크 타임 14:00~16:30","월, 화요일",2인분같은 닭갈비1인분,치즈듬뿍 고르곤졸라 피자 등,,,가능,가능,,"화장실:있음
",20170160499
슬로우라이프,42013,,,대구광역시 수성구 동대구로77길 33-4,35.8644683724,128.6246241472,"슬로우라이프는 대구광역시 수성구 범어동에 있다. 빈티지한 멋을 풍기는 외관과 감성적인 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 소금빵이며, 크로아상 샌드위치, 에그타르트, 골드망고빙수, 소시지 페스츄리 등도 준비되어 있다. 수성IC와 대구 지하철 2호선 범어역에서 가깝다. 주변에는 대구어린이교통랜드와 국립대구박물관이 있다.",053-643-2014,,,있음/주차요금 없음,0,,11:00~22:00,월요일,소금빵,"크로아상 샌드위치, 에그타르트, 골드망고빙수, 소시지 페스츄리 등",,,가능,가능,,,20140174437
