명칭,우편번호,관리자,전화번호,주소,위도,경도,개요, 유산구분,문의 및 안내,개장일,쉬는날,체험안내,체험가능연령,수용인원,이용시기,이용시간,주차시설,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
신숭겸장군유적,41002,,,대구광역시 동구 신숭겸길 17(지묘동),35.9421154370,128.6409788713,"신숭겸(?∼927)은 평산 신씨의 시조로서, 918년 배현경, 홍유, 복지겸 등과 함께 궁예를 몰아내고 왕건을 추대하여, 고려의 건국에 이바지한 인물이다. 고려개국의 1등 공신인 신숭겸 장군은 궁예가 세운 나라인 태봉의 기병장수였다. 그런데 궁예가 왕위에 즉위한 지 몇년 만에 처자식을 살해하고 백성을 혹사하는 등 폭정이 심해지자 동료 기장들과 함께 궁예를 몰아내고 왕건을 받들어 고려를 개국하였다. 고려 태조 10년(927) 신라를 침공한 후백제 견훤의 군사를 물리치기 위해 왕건과 함께 출전하였다. 왕건이 이 곳 공산싸움에서 후백제군에 포위되어 위기에 빠지자, 왕건의 옷을 입고 변장하여 맞서 싸우다 전사하였으며, 왕건을 그 틈을 이용하여 홀로 탈출하였다고 한다. 왕건은 장군의 죽음을 애통히 여겨 그의 시신을 거두어 지금의 춘천인 광해주에서 예를 갖추어 장례를 치웠다. 그리고 신숭겸이 순절한 이 곳에 순절단과 지묘사(미리사)를 세워 그의 명복을 빌게하고, 토지를 내려 이 곳을 지키게 하였다고 한다.<br /><br />1607년(선조 40)에 없어진 지묘사 자리에 경상도 관찰사 유영순이 서원인 충렬사를 세워 장군을 모셨으며, 1672년(현종 13)에 표충사는 사액서원이 되었다. 1871년(고종 8)에 서원철폐령으로 표충사가 없어진 뒤에 후손들이 재사를 지어 이 곳을 지켜오던 중 1993년에 표충사를 복원하였다. 고려태사 장절공 신숭겸 장군의 유적은 지난 74년 대구광역시 기념물로 지정, 장절공의 충절을 기리는 위패(位牌)와 영정(影幀)이 모셔져 있으며, 순절단(殉節壇)과 충렬비(忠烈碑)등이 있다.<br /><br />[장절공]<br /><br />신숭겸장군을 '장절공'이라고 하는데 '장절'은 태조 왕건이 신숭겸 장군의 죽음을 슬퍼하며 장군에게 내린 시호이다. 시호란 '큰일을 한 인물이 죽은 뒤에 그 공덕을 칭송하여 국가가 내려주거나 다음 임금이 그 앞 임금에게 내려준 이름' 을 말한다. '장절(壯節)'이란 뜻은 '절의가 굳세다.', 곧 '마음이 아주 곧고 꿋꿋하며 의리가 있다'는 뜻이며, 여기서 '공(公)'은 신숭겸 장군을 높여 부르는 말이다.<br /><br />[충절비]<br /><br />신승겸 장군의 충절을 기리는 비석으로, 표충재 동편 석축 위에 있다. 1607년(선조40)에 경상도 관찰사로 있던 외손 유영순이 영남 유림, 후손들과 의논하여 장절공 사우를 지을 때 같이 세웠으며, 예조판서 신흠은 글을 짓고, 여주목사 김현성을 글씨를 쓰고, 안변도호부사 김상용이 전자를 썼다. 1781년에 비각이 허물어지고 비가 넘어진 것을 관민이 힘을 모아 다음해 8월에 바로 세웠으며, 같은 해에 비각도 고쳐 세웠다. 지금있는 비각은 1979년 대구시에서 고쳤다. 용머리에 거북 받침이 인상적이다.<br /><br />[표충재와 동재 서재]<br /><br />표충재는 뒤로 높다랗게 사당을 업고, 순절단이 내려다보이는 왕산 중턱에 있다. 표충재라는 편액이 걸려있는 중심 건물과 동재와 서재가 있다. 표충사는 일명 표충서원으로 불리면서 유림에서 지켜오다가 1871년 (고종 8)에 훼철된 뒤에는 순절단을 단소로 후손들이 향사를 받들었다. 여러해 동안 영남 족친들이 건축비를 모아서 1888년(고종 25)에 표충사 옛터에 완공했다. 표충재 현판은 충익공 신정희가 썼다. 표충재 왼쪽 문을 열고 들어가면 신숭겸 장군의 높은 절개를 추모하여 건립된 강당인 '상절당'이 있다.<br>",,053-981-6407,,연중무휴,,,,,10:00~17:00,있음,불가,불가,,"주차요금:무료
입 장 료:무료
화장실:있음
이용가능시설:해태상, 홍살문, 표충단, 단소삼문, 순절비각, 표충재삼문, 표충재, 동재, 서재, 충렬비, 경의문, 표충사, 상절당, 충열문
"
이상화 고택,41933,,,대구광역시 중구 서성로 6-1(계산동2가),35.8672757115,128.5880022947,"대구 계산동 2가 84번지에 위치한 고택은 항일문학가로 잘 알려진 이상화(李相和, 1901 ~1943) 시인이 1939년부터  작고하던 1943년까지 거하던 곳이다. 암울했던 일제강점기에 민족의 광복을 위해 저항정신의 횃불을 밝힌 시인 이상화선생의 시향이 남아있는 곳이다.이상화고택은 1999년부터 고택을 보존하자는 시민운동으로 시작하여 군인공제회에서 인근 주상복합아파트를 건립하면서 고택을 매입해 지난 2005년 10월 27일 대구시에 기부채납했다.대구시는 대지면적 205m², 건축면적 64.5m²(단층 목조주택 2동)의 고택을 보수하고, 고택보시민운동본부에서 모금한 재원으로 고택 내 전시물 설치를 완료했다.이상화 고택은 암울한 시대를 살면서 일제에 저항한 민족시인 이상화의 정신을 기리고 후손에게 선생의 드높은 우국정신과 문학적 업적을 계승하는 교육의 장으로 활용된다.<br>",,053-256-3762,,,,,,,"동절기 09:00 ~ 17:30
하절기 09:00 ~ 18:00",없음,없음,불가,,"화장실:있음
"
서상돈 고택,41933,,,대구광역시 중구 서성로 6-1,35.8672090500,128.5878384221,"서상돈(徐相敦, 1851~1913)은 조선 말기의 기업인이자 관료였고 민족 독립운동가였다. 대구에서 지물 행상과 포목상으로 성공한 인물로, 정부의 검세관이 되어 조세곡을 관리하기도 하였다. 1907년 정부가 일본에 빚을 많이 져 국권을 상실한다고 생각하여 대구 광문사 사장인 김광제와 함께 금연으로 나라의 빚을 갚자는 국채보상운동을 벌였다, 대구시는 계산동 이상화 고택 옆에 있었던 서상돈의 생가를 복원하였고 국채보상공원을 조성하고 동상을 세우는 등 그의 숭고한 뜻을 기리고 있다.",,053-256-3762,,,,,,,10:00 ~ 17:30,없음(매일신문사 주차장 이용-유료),불가,불가,,"입 장 료:무료
"
대구 진골목,41935,,,대구광역시 중구 진골목길 26(남일동),35.8686534227,128.5928073889,"진골목은 '긴골목'의 경상도 말씨로 '길다'를 의미하는 '질~다'에서 기원한다. 대구 읍성의 남문이 있었던 구 대남한의원 사거리를 통과해 종로로 50m 정도 들어서면 우측편으로 길게 뻗어 들어가는 골목이다. 감영시대에서 해방전까지 이 골목은 대구토착세력이었던 달성서씨들의 집성촌이었다. 이 골목을 통하면 당시 군사, 행정로였던 종로를 통하지 낳고도 감영, 중영까지 갈 수 있었다. 진골목은 일제 강점기 행정구역으로는 경정(종로) → 남정(남일동) → 전정/상정((포정동)으로 이어졌었다. 해방 이후에도 재력가들과 기업인들의 거주지로 각광 받았다.<br>",,053-661-2624,,,,,,,,없음,불가,가능,,"관광코스안내:동산청라언덕 - 3.1만세운동길 - 계산성당 - 이상화고택 - 서상돈 고택 - 교남YWCA - 구 제일교회 - 약령시 한의약 박물관- 마당 깊은 집 - ""진골목"" - 공감 게스트 하우스 - 화교협회 

이용가능시설:음식점
입 장 료:없음
"
관덕정,42501,,,대구광역시 남구 앞산순환로 306(대명동),35.8281018970,128.5624306351,"대구 남구의 관덕정(觀德亭)은 조선 시대 무과의 시험제도의 하나인 도시(都試)를 행하던 도시청 都試廳)으로 조선 영조 25년에 세운 건물이다. 관덕정은 앞산의 푸른 숲 속의 위치해있고, 전면과 좌우방향이 수십미터 높이의 수목울타리에 둘러 쌓여있어 매우 아름답고 쾌적하다.<br>",,053-606-4664,,,,,,,,,없음,없음,,
서봉사,42423,,,대구광역시 남구 명덕로54길 34 서봉사,35.8540246041,128.5972212958,1920년 익명의 선녀가 창건한 대구 남구의 서봉사는 52년 유점사 불공 비구니가 해인사의 곡일 암으로부터 와서 여름 안거를 했다고 한다. 그 후 결제기에는 제방의 선원에서 안거하고 제후에는 와서 있으면서 사원을 수호하고 불법을 선포했다고 한다. 71년 경희 주가 목조 요사 20간을 헐고 철 콘크리트 2층 양옥 88간을 동향으로 지었다. 이 절에 거주하는 비구니들은 규모 있는 살림을 하면서 포교에도 주력하고 있다.,,053-471-4812,,,,,,,,,없음,없음,,
인산정사,42806,,,대구광역시 달서구 상인로26길 89-6,35.8160196766,128.5485766348,"인산정사는 조선조 철종(朝鮮朝 哲宗)때 8군의 군수(郡守)를 지낸 경재(景齋) 우성규(禹成圭)를 추모하여 제자(弟子)들이 1905년에 건립한 것이다. 대지는 123평이며, 4간 10평의 정침(正寢)은 팔작(八作) 지붕의 와가(瓦家)이다. 건물은 서향(西向)이고, 울타리는 시멘트 블록으로 쌓았다.<br>",,053-667-2194,,,,,,,,,없음,없음,,
열락당,42804,,,대구광역시 달서구 상인로 134-13,35.8188276327,128.5453907267,"열락당(悅樂堂)은 월곡(月谷) 우배선(禹拜善) 선생(先生)의 강학소로서 선생(先生)께서 관직을 그만두고 고향으로 돌아오신 후 강학소를 마련하시고 원근(遠近)의 사우(士友)들과 학문을 강론하시던 곳으로 당호를 열락당(悅樂堂)이라 하였던 것이다. 이 재사는 월곡(月谷) 우배선 선생(先生)께서 돌아가신 후 월촌 우씨(禹氏)들의 종당으로서 모든 종사를 논의하는 한편 후손들의 공부방으로 활용하였던 곳이다. 건물 규모는 솟을대문에 정면 .5칸, 측면 2칸으로 방 3칸, 대청 2칸 골기와 팔작와즙에 기와 돌담으로 주위를 둘렀다.<br>",,053-632-5336,,,,,,,,,없음,없음,,
성화사,42671,,,대구광역시 달서구 장기로12길 10(성당동),35.8439638582,128.5552224968,"성화사(聖華寺)는 1978년 7월 창건주 전복조 보살님의 “불교 포교를 통해서 시민 정신 순화”를 설립 목적으로 창건(創建)되었다. 창건 당시 450평 부지에 법당 60평, 요사채 30평이었으나, 이후 94년에 진각 스님에 의해서 지금의 모습으로 증축되었다.",,053-625-9030,,연중무휴,,,,,,주차 가능,불가,불가,,"화장실:있음
"
금용사(대구),42672,,,대구광역시 달서구 공원순환로 213(성당동),35.8477246420,128.5605830316,"고려 중기에 한 부호가 문중의 원찰로 금봉산(두류산)에 절을 짓고, 금봉사(金鳳寺)라 했다한다. 1926년(병인년)에 김송동 보살님이 지금의 두류실내수영장 별관자리에 대웅전과 요사2동을 창건하였다. 1986년 대구에서 개최한 전국체전 때 현 주지 혜선스님이 금용사의 부지가 실내수영장으로 편입되면서, 현 위치로 이전하여 중창함. 절 이름을 금용사라 한 것은 옛날 천재지변으로 금봉산 봉황이 용으로 화했다는 풍수설화를 감안하여 금(金)자는 옛 금봉사에서 따오고, 용(龍)자는 천재지변의 풍수설화에서 딴 것이다.<br>",,053-628-5404,,연중개방,,전연령,,,00:00~24:00,주차 가능,불가,없음,,"화장실:있음
입 장 료:무료
"
박곡서당,42937,,,대구광역시 달성군 가창면 가창동로 219-5(가창면),35.7781205567,128.6652924145,문평공(文平公) 파계(巴溪) 전백영(全伯英)의 추모소(追慕所)인데 1965년 2월에 건립하였는데 유계(儒契)가 있다.  서당 앞에는 1989년 정헌대부 예조판서 지의정부사 문평공 파계 전선생 신도비(正憲大夫 禮曹判書 知議政府事 文平公 巴溪 全先生 神道碑)를 건립하고 성산인(星山人) 이헌주(李憲柱)가 비문을 썼다.<br>,,달성군청 관광과 053-668-3914,,,,,,,,,없음,없음,,
청련암(대구),42940,,,대구광역시 달성군 가창면 남지장사길 127,35.7350803422,128.6308660801,"남지장사에 속한 암자로 남지장사와 함께 신라 신문왕 4년(684) 쾅개 대사가 창건한 암자인데, 임진왜란 때 소실되어 남지장사와 함께 효종 4년(1653)부터 영조 45년(1769)에 이르기까지 중건 보수되었다. 순조 6년(1806) 정월 초 17일에 다시 불이나 타 버렸는데, 2년 뒤 재건하였다. 이 때 영상 16위를 가설하였다.<br>",,053-768-8126,,,,,,,,,없음,없음,,
달성 조길방가옥,42931,,,대구광역시 달성군 가창면 조길방길 92-1,35.7558520917,128.5817753783,이 건물은 조선 숙종 34년(1708) 427평 대지 위에 건물 3동이 세워 진 집으로 싸리기둥에 칠기붓장(칠기나무로 된 보) 집으로 초가로는 드물게 보는 오래된 건물로 옛 모습이 잘 보존된 건물이다.<br>,,053-668-3162,,,,,,,,,없음,없음,,
한천서원,42937,,,대구광역시 달성군 가창면 가창동로 117(가창면),35.7801840112,128.6544127588,1717년(숙종 43)에 지방유림의 공의로 송시열(宋時烈)의 학문과 덕행을 추모하기 위하여 창건하여 위패를 모셨다. 1726년(영조 2)에 ‘한천(寒泉)’이라는 사액을 받았다. 선현배향과 지방교육의 일익을 담당하여오던 중 대원군의 서원철폐령으로 1871년(고종 8)에 훼철된 뒤 복원하지 못하였다. 현재는 한천정사(寒泉精舍)와 충청북도기념물로 지정된 영동송우암유허비(永同宋尤庵遺墟碑)만 남아 있다.<br>,,053-667-2194,,,"향사례(享祀禮)[춘향(春享),추향(秋享)](분정례(分定禮), 진설(陳設), 향사례(享祀禮)[초헌례(初獻禮), 아헌례(亞獻禮), 종헌례(終獻禮), 음복례(飮福禮), 망예(望瘞)], 음복개좌(飮福開座) 등)",,,,,,없음,없음,,
진주강씨모열각,42977,,,대구광역시 달성군 옥포면 옥포로 305,35.7689072635,128.4899636541,"진주 강씨의 효행을 표창하여 건립한 비각이다. 은열공의 맏딸인 강씨부인이 기세리에 시집을 갔는데 출가한지 한달만에 남편을 여의고 말았다. 그녀는 죽기전 친척들에게 자기가 죽으면 꼭 남편과 함께 묻어 달라고 부탁하였으나 장례는 가례에 따라 다른 산에 별장하고 말았다. 그날 저녁 그가 살던 대들보가 무너지고 솔밑이 깨어지고, 소와 돼지 등이 병들어 죽었다. 그해 가을이 되자 흉년이 들었으며, 금시에 폐농 직전에 다달았다. 마을사람들은 이 지변이 강씨 부인의  소원을 들어주지 않은 때문이라 단정하고 별장한 묘를 합장한 후 성대히 제사를 지내니 이상하게도 산중턱에 서리가 어린 구름이 감돌더리 단비가 쏟아져 풍년을 맞이하게 되었다. 그후 해마다 제사를 지내니 언제나 풍년이 들어 1945년 기세리 입구에 열녀비를 세워 부인의 열절을 기념하고 있다.<br>",,053-668-3162,,,,,,,,,없음,없음,,
수도암(대구),42990,,,대구광역시 달성군 유가면 유가사길 161(유가면),35.7141554409,128.5073941840,"수도암은 유가사에 속한 비구니 수행처로 극락전, 천태각, 산령각, 요사 두 채가 있는 아담한 암자이다. 유가사와 마찬가지로 신라시대때 도성국사에 의해&nbsp;창건되었다고 한다. 유가사에서 북서편으로 500여 미터 떨어진 곳에 자리하고 있는 산내 암자로 암자 주변에는 낙암 선사의 비문이 있다.극락전 앞뜰에는 옛 전설을 간직한 거북바위가 자리하고 있으며, 가지가 4미터 정도 뻗은 꽤 큰 떡갈나무가 있다.<br>",,053-614-5116,,,,,,,,,없음,없음,,
