명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
팜테이블 수성못점,42203,,,대구광역시 수성구 용학로 1152동,35.8250061288,128.6223476679,"팜테이블 수성못점은 대구광역시 수성구 두산동에 있는 팬케이크 전문점이자 카페다. 깔끔한 외관과 차분한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 오리지널 더치베이비, 초코&바나나 더치베이비, 커스터드크림 더치베이비, 계절과일 더치베이비 등 여러 종류로 나누어진 더치베이비다. 이 밖에 수플레 팬케이크와 크로플 등도 맛볼 수 있다. 각종 커피와 에이드도 판다. 대구 지하철 3호선 수성못역과 파동 IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-245-9111,,,있음 / 주차요금 없음,0,,10:00~23:00,연중무휴,더치베이비,"수플레 팬케이크, 크로플, 각종 커피, 각종 에이드 등",,,가능,가능,,"화장실:남녀 구분
",20180175669
푸나왈라,42203,,,대구광역시 수성구 수성못2길 33층,35.8259282468,128.6223615297,"푸나왈라는 대구광역시 수성구 두산동에 있는 인도 요리 전문점이다. 깔끔한 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 이곳에는 20년 넘게 인도 현지 호텔에서 일했던 세프가 주문과 동시에 조리를 시작한다. 식용 색소는 전혀 사용하지 않고, 캐슈너트, 해바라기씨 등 건강한 재료를 쓴다. 대표 메뉴는 탄두리치킨샐러드다. 이 밖에 커리, 쿠쉬탈리, 킹피셔, 해리포터 버터 비어 등을 맛볼 수 있다. 식사 후에는 커피, 녹차, 오렌지주스 중 한 가지를 서비스 제공한다. 대구 지하철 3호선 수성못역과 파동 IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-766-8833,,,있음 / 주차요금 없음,0,,11:00~21:40,연중무휴,탄두리치킨샐러드,"커리, 쿠쉬탈리, 킹피셔, 해리포터 버터 비어 등",,,가능,가능,가능,"화장실:남녀 구분
",20180175804
사운즈프리미어,42001,,,대구광역시 수성구 들안로73길 50-10,35.8643598854,128.6156832707,"사운즈프리미어 대구광역시 수성구 수성동4가에 있다. 고급스러운 외관과 모던하고 차분한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 다양한 생커피콩으로 여러 가지 커피를 만든다. 대표 메뉴는 아메리카노다. 이 밖에 카페라떼, 레몬에이드, 아이스크림 라떼 등도 판다. 디저트로는 버터치즈 샌드위치, 후레쉬 샌드위치, 감자베이컨스프 등이 있다. 대구 지하철 2호선 대구은행역과 동대구IC에서 가깝다. 인근에는 대구은행 금융박물관, 범어먹거리타운, 호돌이공원이 있다.",010-6716-3556,,,있음/주차요금 없음,0,,08:00~22:00,연중무휴,아메리카노,"카페라떼, 레몬에이드, 아이스크림 라떼, 버터치즈 샌드위치 등",,,가능,가능,,"화장실:남녀 구분
",20210176403
김진수로스터리카페,41960,,,대구광역시 중구 이천로 205,35.8596128848,128.5985404683,"김진수로스터리카페는 대구광역시 중구 대봉동에 있다. 이국적인 외관과 모던한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 핸드드립이며 깔끔한 더치커피와 묵직한 에스프레소 위에 아몬드 크림이 올라가는 아인슈페너, 직접 우린 얼그레이 티로 풍부한 향과 바디감이 특색인 복숭아 아이스티도 인기다. 이 밖에 아메리카노, 에스프레소 등도 맛볼 수 있다. 대구 지하철 3호선 건들바위역과 북대구IC에서 가깝다. 인근에 김광석다시그리기길, 헌책방골목, 대구은행 금융박물관이 있어 둘러보기 좋다.",053-425-2478,,,있음/주차요금 무료,0,,10:00~23:00,연중무휴,핸드드립,"아메리카노, 아인슈페너, 에스프레소, 복숭아 아이스티 등",,,가능,가능,,"화장실:남녀 구분
",20180159544
방어진 참가자미,42203,,,대구광역시 수성구 수성못2길 351층,35.8261282552,128.6240224889,"방어진 참가자미는 대구광역시 수성구 두산동에 있다. 깔끔한 외관과 차분한 분위기의 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 동해안 깊은 바다에 서식하는 자연산 참가자미를 맛볼 수 있는 집으로 유명하다. 대표 메뉴는 참가자미회다. 이 밖에 대방어, 방어진물회, 제철 자연산 모듬회, 방어진 회정식 등을 맛볼 수 있다. 대구 지하철 3호선 지산역과 파동IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-716-2355,,,있음(무료),0,,"매일 11:30~24:00, 브레이크 타임 15:00~16:30",연중무휴,참가자미회,"대방어, 방어진물회, 제철 자연산 모듬회, 방어진 회정식 등",,,가능,가능,가능,"화장실:남녀구분
",20200176126
민수사,42168,,,대구광역시 수성구 들안로 19,35.8315469425,128.6162369127,"민수사는 대구광역시 수성구 상동에 있다. 모던한 멋을 풍기는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 프라이빗한 공간이 마련되어 있으며, 단체석도 갖추어져 있어 각종 모임을 하기 좋다. 대표 메뉴는 주문과 동시에 만드는 초밥이다. 달걀, 연어, 도미, 광어, 참치, 성게알 등을 사용해 만든다. 이 밖에 초밥, 덮밥, 튀김, 메로 소금구이 등이 함께 나오는 초밥 정식 메뉴도 인기다. 대구 지하철 3호선 수성못역과 파동IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-768-2727,,,있음(무료),0,,"매일 12:00~22:00, 브레이크 타임 14:00~17:00",연중무휴,식사초밥,"사시미 코스, 참치 코스, 와다밥, 새우튀김, 돔머리구이, 회덮밥 등",,,가능,가능,,,20020176316
미남장어 수성점,42173,,,대구광역시 수성구 들안로 562층,35.8347438195,128.6170978591,"미남장어 수성점은 대구광역시 수성구 두산동에 있다. 세련된 외관과 깔끔함이 돋보이는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋고, 어린이 놀이방도 갖추어져 있다. 대표 메뉴는 소금구이나 양념구이로 맛볼 수 있는 민물장어다. HACCP 인증된 양만장에서 국내산 민물장어를 직접 공급받아 조리한다. 게를 넣어 시원한 맛과 칼칼한 맛을 동시에 느낄 수 있는 된장찌개도 별미다. 이 밖에 장어탕, 비빔국수, 잔치국수, 어린이볶음밥 등도 판다. 대구 지하철 3호선 수성못역과 파동IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-768-8892,,,있음(무료),0,,매일 11:00~22:30,연중무휴,민물장어,"된장찌개, 장어탕, 비빔국수, 잔치국수, 어린이볶음밥 등",,,가능,가능,가능,"화장실:남녀구분
",20160175157
오마모리,42487,,,대구광역시 남구 대명남로 167,35.8359873718,128.5763236372,"오마모리는 대구광역시 남구 대명동 소재 앞산 카페거리에 있다. 모던한 느낌의 외관과 일본식 인테리어가 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 가지기 좋다. 대표 메뉴는 말차라떼다. 이 밖에 말차빙수, 로얄, 얼그레이, 애플시나몬, 진저, 호지라떼 등을 맛볼 수 있다. 대구 지하철 1호선 안지랑역과 파동IC에서 가깝다. 주변에는 앞산해넘이전망대와 먹자거리인 앞산맛둘레길과 안지랑곱창거리가 있어 함께 둘러보기 좋다.",053-555-2060,,,있음(무료),0,,매일 12:00~22:00,연중무휴,말차라떼,"말차빙수, 로얄, 얼그레이, 애플시나몬, 진저, 호지라떼 등",,,가능,가능,,,20040166627
대봉정,41960,,,대구광역시 중구 명덕로 249,35.8564049042,128.5979822734,"대봉정은 대구광역시 중구 대봉동에 있다. 번잡한 도심 속에 있지만, 카페로 발을 들이면 작은 숲속에 온 듯한 기분이 든다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 아메리카노이며 카페라테, 피넛클리프, 아몬드 클라우드, 초코라테, 로얄 스윗 캐모마일 등을 맛볼 수 있다. 대구 지하철 3호선 건들바위역과 북대구IC에서 가깝다. 인근에 김광석다시그리기길, 헌책방골목, 대구은행 금융박물관이 있다.",053-252-3338,,,있음/주차요금 무료,0,,10:00~22:00,연중무휴,아메리카노,"카페라떼, 피넛클리프, 아몬드클라우드, 초코라떼, 로얄스윗캐모마일 등",,,가능,가능,,"화장실:남녀 구분
",19890158062
SOUNDS COFFEE,41948,,,대구광역시 중구 달구벌대로447길 19,35.8633765119,128.6074284699,"SOUNDS COFFEE는 대구광역시 중구 삼덕동 3가에 있다. 대표 메뉴는 에티오피아 시다모 벤사 케라모 네츄럴, 강한 로스팅의 사운즈 블렌드, 콜롬비아 EA 디카페인 등 각종 필터 커피다. 이 밖에 카페 라테, 바닐라 라테, 크림 라테, 라테 아이스크림, 우유아이스크림 등도 맛볼 수 있다. 대구 지하철 2호선 경대병원역과 북대구IC에서 가깝다. 인근에 김광석다시그리기길, 헌책방골목, 대구은행 금융박물관 등 관광지가 있어 연계 관광이 수월하다.",010-2363-5620,,,없음,0,,08:00~22:00,연중무휴,각종 필터 커피,"카페 라떼, 바닐라 라떼, 크림 라떼, 라떼 아이스크림, 우유 아이스크림 등",,,,,,,20190159340
마고플레인 강정보점,42917,,,대구광역시 달성군 강정본길 68-18,35.8442205082,128.4651498718,"마고플레인 강정보점은 대구광역시 달성군 다사읍 죽곡리에 있다. 대규모 카페로 모던한 느낌의 외관과 차분하고 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 대표 메뉴는 우유, 콜드브루, 콜드브루 크림이 어우러진 마고 콜드 라떼다. 이 밖에 애플 자몽 에이드, 아메리카노, 마고블랜딩, 토마토 샐러리 주스 등도 맛볼 수 있다. 셀프 샷을 찍기 좋은 미러룸 포토존이 있다. 다사IC에서 가깝고, 인근에 강정보디아크광장, 달성습지 생태학습관이 있어 연계 여행에 나서기 수월하다.",070-8802-1141,,,있음(무료),0,,매일 09:00~23:00 (라스트오더 22:30),연중무휴,마고 콜드 라떼,"애플 자몽 에이드, 아메리카노, 마고블랜딩, 토마토 샐러리 주스 등",,,가능,가능,,"화장실:남녀구분
",20220241105
한우오마카세 더우,42115,,,대구광역시 수성구 들안로64길 49,35.8588439327,128.6205191096,"한우오마카세 더우는 대구광역시 수성구 수성동 3가에 있다. 모던한 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 한우 30일 건조 숙성과 한우 50일 건조 숙성이다. 드라이 에이징한 한우를 비롯해 제철 회, 관자, 한우 육전, 소고기 된장찌개, 밥 등이 나오는 COURSE BASIC도 인기다. 대구 지하철 2호선 범어역과 북대구IC에서 가깝다. 인근에는 김광석다시그리기길, 관덕정 순교기념관이 있다.",053-742-0210,,,있음/주차요금 무료,0,,11:30~21:30 (브레이크 타임 15:00~17:00),화요일,"한우 30일 건조숙성, 한우 50일 건조숙성","50일 숙성 한우 새우살, COURSE BASIC, COURSE PREMIUM 등",,,가능,가능,가능,"화장실:남녀 구분
",20130174499
보백관 본점,42929,,,대구광역시 달성군 서재본길 11,35.8720068113,128.4957102970,"보백관 본점은 대구광역시 달성군 다사읍 서재리에 있다. 깔끔한 외관과 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임하기 좋다. 대표 메뉴는 감자탕+전복이다. 전복만 추가해서 판매하기도 한다. 이 밖에 뚝배기, 촌돼지찌개, 아바이 백순대, 수제돈까스, 왕냉면 등을 맛볼 수 있다. 감자탕은 냉동 보관했다가 내놓지 않고, 매일 손질한 등뼈를 삶아 사용한다. 어린이 손님을 위한 놀이방이 있다. 북다사IC에서 가깝고, 인근에 마천산산림욕장, 대한불교조계종 불은사가 있다.",053-588-4042,,,있음(무료),0,,09:00~22:00,월요일,감자탕+전복,"뚝배기, 촌돼지찌개, 아바이 백순대, 수제돈까스, 왕냉면 등",,,가능,가능,가능,"화장실:남녀구분
",20020188232
키하루,42116,,,대구광역시 수성구 청솔로 124-12,35.8572691271,128.6213940763,"키하루는 대구광역시 수성구 범어동에 있다. 이국적인 외관과 감성적인 분위기를 연출하는 인테리어가 눈에 띈다. 아담한 일식집이지만 내부에 단체석이 마련되어 있어 각종 모임을 하기 좋다. 매일 오전 11시 30분부터 오후 3시까지는 점심 메뉴를 선택할 수 있으며 모듬활광어, 생연어, 참치 초밥, 스테이크동, 카이센동, 아부리사케동 등을 맛볼 수 있다. 저녁 메뉴는 오후 5시부터 제공된다. 식사 메뉴를 주문할 수 있으며, 2인 이상 주문해야 한다. 대표 메뉴는 코스 요리로 에피타이저, 샐러드, 스테이크, 모둠 해산물, 모둠회, 모둠 초밥, 구이, 덴뿌라 등이 나온다. 대구 지하철 2호선 범어역과 북대구IC에서 가깝다. 인근에는 김광석다시그리기길, 관덕정 순교기념관이 있다.",053-754-5200,,,없음,0,,11:30~21:00,연중무휴,모듬초밥 정식 세트,"스테이크동, 카이센동, 아부리사케동, 모듬해산물, 모듬회 등",,,가능,가능,가능,"화장실:남녀 구분
",20190175494
청담동,42053,,,대구광역시 수성구 만촌로8길 25,35.8629189414,128.6459639772,"청담동은 대구광역시 수성구 만촌2동에 있는 한정식집이다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋으며 조용한 분위기에서 식사할 수 있어 상견례 장소로도 적합하다. 대표 메뉴는 평일 오후 12시부터 오후 3시까지 주문할 수 있는 화 코스로 죽, 냉채, 궁중 떡볶이, 들깨 영양찜, 계절탕, 제철 생선구이, 떡갈비와 산야초 무침 등이 상에 오른다. 이 밖에 향 코스, 음 코스. 천 코스 등 다양한 코스 요리가 있다. 대구 지하철 2호선 만촌역과 동대구IC에서 가깝다. 인근에 국립대구박물관, 대구어린이교통랜드가 있다.",053-754-0912,,,있음/주차요금 무료,0,,11:30~22:00,연중무휴,화 코스,"향 코스, 음 코스. 천 코스",,,가능,가능,가능,"화장실:남녀 구분
",20150174383
제형면옥 범어점,42021,,,대구광역시 수성구 국채보상로 908,35.8663515928,128.6300680593,"제형면옥 범어점은 대구광역시 수성구 범어동에 있다. 고급스러운 외관과 차분한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 오전 6시에 영업을 시작하기 때문에 여행길에 아침 식사를 하기에 제격이다. 대표 메뉴는 평양 물냉면이다. 메밀 제분 공장 설비를 갖추고 있어 매일 생산한 메밀가루를 쓰며 주문 즉시 직접 제면한다. 육수 또한 당일 새벽에 한우 양지, 사태 등을 끓여 식힌 뒤 준비한다. 평양 물냉면 외에 석갈비 정식, 만두전골 정식, 옛날 왕갈비탕, 회냉면 등도 맛볼 수 있다. 동대구IC에서 가깝고, 인근에 박물관 휴르, 국립대구기상과학관, 수성패밀리파크가 있다.",053-744-7400,,,있음/주차요금 무료,0,,06:00~24:00,연중무휴,평양 물냉면,"석갈비 정식, 만두전골 정식, 옛날 왕갈비탕, 회냉면 등",,,가능,가능,가능,"화장실:남녀 구분
",20020175528
우연1972,42110,,,대구광역시 수성구 동대구로38길 33,35.8476508670,128.6266077740,"우연1972는 대구광역시 수성구 황금동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 살코기와 지방이 조화롭게 어우러진 등심이다. 등심 100g, 토시살 100g, 살치살 100g, 육회 100g으로 구성된 2인 세트도 인기다. 이 밖에 육질이 적당히 발달해 고기 조직이 굵고, 지방이 적당히 섞여 있는 채끝을 비롯해 갈빗살, 안창살, 토시살, 부챗살 등을 맛볼 수 있다. 대구 지하철 3호선 어린이회관역과 파동IC에서 가깝다. 인근에 국립대구박물관, 덕산서원, 대구어린이교통랜드가 있어 연계 여행에 나서기 쉽다.",053-768-1972,,,있음/주차요금 무료,0,,"11:30~22:00, 브레이크 타임 15:00~17:00",연중무휴,등심,"2인 세트, 채끝등심, 갈비살, 안창살, 토시살, 부채살 등",,,가능,가능,가능,"화장실:남녀 구분
",20170174365
앙뜨레누보,42203,,,대구광역시 수성구 수성못6길 20,35.8273170120,128.6241696658,"앙뜨레누보는 대구광역시 수성구 두산동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 런치 스폐셜 코스다. 와인 2잔, 아침에 만든 세 가지 빵, 아뮤즈 부쉐, 망고 스페리컬, 수프, 쉐프 파스타, 셔벗, 스테이크 등이 나온다. 대구 지하철 3호선 수성못역과 파동IC에서 가깝다. 인근에 아르떼 수성랜드, 수성유원지가 있다.",053-767-3553,,,있음/주차요금 무료,0,,"12:00~21:30, 브레이크 타임 15:00~17:30",연중무휴,런치 스폐셜 코스,"오늘의 코스, 브런치 코스 등",,,가능,,가능,"화장실:남녀 구분
",19950174036
똘똘이식당,41870,,,대구광역시 서구 달구벌대로375길 31,35.8635230480,128.5711261080,"똘똘이식당은 대구광역시 서구 내당동 소재 반고개무침회골목에 있다. 각종 무침회로 유명한 맛집으로 MBC '생방송 오늘 저녁'에 소개된 바 있다. 40년 전통의 식당이지만, 리모델링을 통해 고급스러운 외관과 세련된 분위기로 변신했다. 대표 메뉴는 오징어무침회다. 이 밖에 가오리무침회, 아나고무침회, 납작만두, 수육 등을 맛볼 수 있다. 연중무휴로 영업을 하지만, 명절에는 포장만 가능하다. 대구 지하철 2호선 반고개역과 서대구IC에서 가깝다. 인근에는 청라언덕, 대구근대역사관, 두류공원, 이월드 등 관광자원이 풍부하다.",053-566-5738,,,있음(무료),0,,매일 08:00~23:30,연중무휴,오징어무침회,"가오리무침회, 아나고무침회, 납작만두, 수육 등",,,가능,가능,,"화장실:남녀구분
",20070163378
진미식육식당,41729,,,대구광역시 서구 달서천로83길 13,35.8831320664,128.5780638401,"진미식육식당은 대구광역시 서구 원대동3가에 있다. SBS 예능 프로그램 백종원의 3대 천왕, MBC 시사 교양 프로그램 생방송 오늘 저녁 등 여러 방송에 출연한 바 있다. 대표 메뉴는 탱글탱글한 대창을 비롯해 불고기, 마늘, 양념장이 어우러진 대창불고기전골이다. 깍두기, 콩나물, 시금치, 샐러드, 도토리묵 등 여러 가지 반찬이 함께 상에 오른다. 모두 먹은 다음에 남은 양념에 밥, 김치, 김을 넣어 볶아서 먹으면 또 다른 별미다. 대구 지하철 3호선 북구청역과 북대구IC와 가깝다. 인근에는 달성공원, 대구근대역사관이 있다.",053-357-3716,,,없음,0,,매일 11:00~22:00,연중무휴,대창불고기전골,불고기전골 등,,,,가능,,,20160163437
고미텐,42056,,,대구광역시 수성구 동원로 61층,35.8594914514,128.6405506611,"고미텐은 대구광역시 수성구 만촌동에 있다. 일본 감성이 느껴지는 외관과 내부 인테리어가 돋보이는 곳이다. 덴돈 맛집으로 이름 높아 대기했다가 입장할 때가 많은 정도로 인기가 많다. 대표 메뉴는 고미텐동이다. 이 밖에 스페셜덴동, 새우텐동, 새우관자카키아케동, 타레가츠 등을 맛볼 수 있다. 대구 지하철 2호선 만촌역과 동대구IC에서 가깝다. 인근에는 국립대구박물관, 대구어린이교통랜드가 있다.",010-6666-2281,,,없음,0,,"11:40~21:00, 브레이크 타임 15:00~17:10","일요일, 매달 마지막주 월요일",고미텐동,"스페셜덴동, 새우텐동, 새우관자카키아케동, 타레가츠 등",,,가능,,,,20180159221
공심옥,42288,,,대구광역시 수성구 유니버시아드로 3181층,35.8295182598,128.7051652540,"공심옥은 대구광역시 수성구 욱수동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 갈비탕이며, 이 밖에 갈비찜, 공심비빔밥, 소고기국밥, 막불소불고기 등을 맛볼 수 있다. 수성IC에서 가깝고, 인근에 아이니테마파크, 대구삼성라이온즈파크가 있어 연계 관광에 나서기 좋다.",053-792-6161,,,있음(무료),0,,매일 11:30~21:30 (21:00 라스트오더),연중무휴,갈비탕,"갈비찜, 공심비빔밥, 소고기국밥, 막불소불고기, 냉면 등",,,가능,가능,가능,"화장실:남녀구분
",20020175389
금강회초밥,42149,,,대구광역시 수성구 청수로 115,35.8405737846,128.6208695873,"금강회초밥은 대구광역시 수성구 황금동에 있는 일식당이다. 고급스러운 분위기를 연출하는 인테리어가 눈에 띄는 이곳은 내부에 단체석이 마련되어 있어 각종 모임을 하기 좋고, 프라이빗한 공간도 갖추어져 있다. 대표 메뉴는 각종 생선회와 여러 음식이 푸짐하게 나오는 모듬회 코스다. 랍스터 코스 2인도 인기다. 죽, 샐러드, 해물, 생선회, 랍스터꼬리회, 랍스터찜, 모듬튀김 등이 상에 오른다. 이 밖에 점심 특선 회정식, 점심 특선 초밥 정식 등도 맛볼 수 있다. 대구 지하철 3호선 황금역과 파동IC에서 가깝다. 인근에는 국립대구박물관, 수성유원지, 아르떼 수성랜드가 있다.",053-763-1120,,,있음(무료),0,,"월~토 12:00~22:00, 일 12:00~14:30, 평일 브레이크 타임 14:00~17:00, 토요일 브레이크 타임 14:30~17:00",연중무휴,모듬회 코스,"랍스터 코스 2인, 점심 특선 회정식, 점심 특선 초밥 정식",,,가능,가능,가능,"화장실:남녀구분
",20070174848
금수강산해물탕,42172,,,대구광역시 수성구 들안로 60,35.8353381986,128.6172117214,"금수강산해물탕은 대구광역시 수성구 두산동에 있는 30년 된 해물 요리 전문점이다. 깔끔한 외관과 편안한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋고, 프라이빗한 공간도 갖추어져 있다. 대표메뉴는 싱싱한 각종 해산물과 비법 육수로 만든 해물탕과 맑은 해물탕이다. 여러 가지 해물과 아삭한 콩나물이 어우러진 매콤한 해물찜도 인기다. 대구 지하철 3호선 수성못역과 파동IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-766-9092,,,있음(무료),0,,"매일 11:00~22:00, 브레이크 타임 15:00~17:00",연중무휴,해물탕,"맑은 해물탕, 해물찜 등",,,가능,가능,가능,"화장실:남녀구분
",20000175515
까꾸리웰빙손칼국수,42250,,,대구광역시 수성구 월드컵로5길 17,35.8320981099,128.6828449236,"까꾸리웰빙손칼국수는 대구광역시 수성구 대흥동에 있다. 세련된 느낌의 외관과 차분한 분위기의 인테리어가 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 콩, 녹차, 현미, 녹두, 쑥 등을 재료로 활용해 조리한 손칼국수다. 육수는 매일 새벽 5시부터 우려내고, 면 반죽부터 제면까지 어느 것 하나 손으로 하지 않는 게 없다. 손칼국수 외에 파전, 동태찌개, 촌두부, 도토리묵, 수육, 만두 등을 맛볼 수 있다. 동대구IC에서 가깝고, 인근에 대구삼성라이온즈파크, 대구스타디움이 있다.",053-792-0338,,,있음(무료),0,,"11:30~20:30, 평일 브레이크 타임 15:00~17:00, 주말 브레이크 타임 15:00~16:00",월요일,손칼국수,"파전, 동태찌개, 촌두부/도토리묵, 수육, 만두 등",,,가능,,,,20080174483
남도명가,42173,,,대구광역시 수성구 들안로 40 남도명가,35.8333412035,128.6173089907,"남도명가는 대구광역시 수성구 두산동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 프라이빗한 공간도 갖추어져 있다. 대표 메뉴는 품격코스다. 문어숙회, 샐러드, 무침회, 전복찜, 잡채, 전, 새우, 한우구이 등 여러 가지 음식이 상에 오른다. 이 밖에 격조코스, 명가밥상, 남도밥상, 대구찜, 흑태찜 등도 맛볼 수 있다. 대구 지하철 3호선 수성못역과 파동IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-768-9292,,,있음(무료),0,,매일 11:30~22:00,연중무휴,품격코스,"격조코스, 명가밥상, 남도밥상, 대구찜, 흑태찜 등",,,가능,가능,가능,,20020175005
뉴욕바닷가재 대구,42217,,,대구광역시 수성구 용학로 106-7,35.8244394704,128.6193062845,"뉴욕바닷가재 대구는 대구광역시 수성구 두산동 소재 호텔수성 별관에 있다. 고급스러운 외관과 세련된 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 바닷가재 회다. 회를 비롯해 마늘빵, 깨죽, 샐러드, 비빔 소면, 구이 또는 찜, 볶음밥 등이 함께 나온다. 이 밖에 바닷가재 찜, 바닷가재 양념구이, 바닷가재 버터구이 등을 맛볼 수 있다. 파동IC에서 가깝고, 인근에 아르떼 수성랜드, 수성유원지가 있어 연계 관광에 나서기 수월하다.",053-765-5200,,,있음(무료),0,,매일 12:00~21:50,연중무휴,바닷가재 회,"바닷가재 찜, 바닷가재 양념구이, 바닷가재 버터구이 등",,,가능,가능,가능,"화장실:남녀구분
",20190175967
만솥,42140,,,대구광역시 수성구 동대구로 237,35.8516170455,128.6244356327,"만솥은 대구광역시 수성구 범어동에 있는 중화 요릿집이다. KBS 2TV 시사 교양 프로그램 생생정보에 출연한 바 있다. 현대적인 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 천연 조미료와 해초 면으로 만든 짬뽕 위에 큼지막한 갈비를 올린 갈비짬뽕이다. 월남쌈에 싸먹는 양장피, 다양한 해물을 넣은 구수한 누룽지탕도 인기다. 이 밖에 한우유니짜장, 간짜장, 딤섬 등도 맛볼 수 있다. 모든 메뉴에 곱빼기가 없는 대신 셀프 코너 밥과 볶음밥이 준비되어 있다. 대구 지하철 3호선 수성구민운동장역과 파동IC에서 가깝다. 인근에는 대구어린이교통랜드, 국립대구박물관이 있다.",053-761-6789,,,있음(무료),0,,매일 11:00~22:00,연중무휴,갈비짬뽕,"양장피, 누룽지탕, 한우유니짜장, 간짜장, 딤섬 등",,,가능,가능,가능,"화장실:남녀구분
",20090174528
가창숯불갈비,42938,,,대구광역시 달성군 가창로175길 14,35.7877134014,128.6373668267,"대구 달성군에 위치한 숯불갈비 맛집이다. 넓은 실내에 자석이 많다. 100% 국ㅁ내산 생갈비를 쓰고 있다. 대표메뉴는 돼지숯불양념갈비로 그 외에 삼겹살, 갈비찜 등도 맛볼 수 있다. 양념갈비의 양념은 수제로 간이 적절하다. 고기를 먹은 뒤에 먹게 되는 된장찌개는 청양고추가 들어간 칼칼한 찌개다.",0507-1395-8990,,,주차가능,0,,11:00 ~ 22:00,둘째·넷째 화요일,돼지양념갈비,돼지양념갈비 / 삼겹살 / 막창 / 돼지갈비찜 외,,,가능,가능,,,
